Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,26.0,26.0,24.458334,24.5,24.300692,744000
2000-01-04,24.458334,24.458334,22.333334,22.541666,22.358288,118800
2000-01-05,22.541666,22.541666,21.791666,22.0,21.821028,133600
2000-01-06,22.166666,23.333334,22.125,22.666666,22.482271,132100
2000-01-07,22.75,23.666666,22.75,23.208334,23.019533,55500
2000-01-10,23.25,23.833334,23.25,23.791666,23.59812,119200
2000-01-11,23.791666,23.791666,23.5,23.708334,23.515463,155500
2000-01-12,23.666666,23.75,23.416666,23.75,23.556789000000002,140100
2000-01-13,24.166666,25.25,24.166666,24.958334,24.755295,52300
2000-01-14,25.0,25.541666,25.0,25.5,25.292553,53700
2000-01-18,25.833334,26.833334000000004,25.833334,26.458334000000004,26.243091999999997,403200
2000-01-19,26.458334000000004,26.458334000000004,25.583334,26.125,25.912468,101500
2000-01-20,26.25,26.333334000000004,26.0,26.083334,25.871141,33700
2000-01-21,26.0,26.125,24.25,24.666666,24.466,126900
2000-01-24,24.75,25.333334,24.583334,24.625,24.424673000000002,73000
2000-01-25,24.583334,24.583334,23.583334,23.791666,23.59812,92200
2000-01-26,24.583334,25.416666,23.916666,24.208334,24.011395999999998,179500
2000-01-27,24.291666,24.333334,24.083334,24.25,24.052723,97600
2000-01-28,24.333334,24.333334,23.666666,23.958334,23.763432,57600
2000-01-31,23.958334,23.958334,23.083334,23.083334,22.895546,47200
2000-02-01,23.125,23.291666,22.708334,23.291666,23.102186,41500
2000-02-02,23.291666,23.708334,23.166666,23.708334,23.515463,119100
2000-02-03,23.833334,24.5,23.166666,24.416666,24.218035,109000
2000-02-04,24.458334,25.583334,24.25,25.291666,25.085917000000002,507900
2000-02-07,25.208334,26.0,24.958334,25.375,25.168571,278800
2000-02-08,25.458334,25.708334,25.0,25.041666,24.83795,221500
2000-02-09,25.083334,27.041665999999996,25.083334,26.75,26.532387,372600
2000-02-10,26.75,26.75,26.333334000000004,26.5,26.28442,197700
2000-02-11,26.625,26.791665999999996,26.416665999999996,26.708334000000004,26.491056,245200
2000-02-14,26.666665999999996,26.666665999999996,26.166666,26.583334000000004,26.367077000000002,187200
2000-02-15,26.5,26.583334000000004,26.0,26.208334,25.995125,200700
2000-02-16,26.208334,26.208334,25.916666,26.041666,25.829815,81100
2000-02-17,26.041666,26.041666,25.625,25.708334,25.499191,46300
2000-02-18,25.666666,25.666666,24.875,24.875,24.672639999999998,95200
2000-02-22,24.75,24.791666,24.208334,24.416666,24.218035,111300
2000-02-23,24.5,24.833334,24.25,24.375,24.176707999999998,445500
2000-02-24,24.541666,26.0,24.541666,25.916666,25.70583,136900
2000-02-25,25.875,26.333334000000004,25.5,25.833334,25.623177,146800
2000-02-28,25.833334,25.875,25.166666,25.541666,25.333879,85800
2000-02-29,25.583334,27.5,25.583334,26.208334,25.995125,148000
2000-03-01,26.5,27.125,26.5,26.833334000000004,26.615042,232000
2000-03-02,26.916665999999996,27.083334000000004,26.75,26.875,26.656368,107500
2000-03-03,27.0,28.416665999999996,26.916665999999996,28.166665999999996,27.937527000000003,148800
2000-03-06,28.0,28.0,27.5,27.5,27.276287,117400
2000-03-07,27.541665999999996,27.541665999999996,27.0,27.0,26.780352,172800
